,rating,games_minutes,offsides,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved,rating_target,position_Defender,position_Goalkeeper,position_Midfielder,result_status_encoded,games_substitute_encoded
381,-0.3333333333333333,-0.8275862068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5714285714285714,0.0,-0.52,-0.5,0.0,0.0,-0.16666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,0,1
382,-0.3333333333333333,0.05172413793103448,1.0,4.0,1.0,0.0,0.0,0.0,0.0,-0.5,0.0,-0.36,-0.5,0.0,0.0,0.6666666666666666,0.0,2.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,1,0
383,-0.3333333333333333,0.034482758620689655,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6428571428571429,1.0,-0.56,0.0,0.0,0.0,0.3333333333333333,0.25,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,0,0
389,-1.1666666666666659,0.15517241379310345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2857142857142857,1.0,-0.36,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,0,0
390,-0.3333333333333333,-0.5517241379310345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6785714285714286,0.0,-0.68,-0.5,0.0,0.0,-0.3333333333333333,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,1,0
391,-0.3333333333333333,-1.103448275862069,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.75,0.0,-0.64,-0.5,0.0,0.0,-0.6666666666666666,-0.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,0,1
393,-0.5000000000000008,-1.1724137931034482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6428571428571429,0.0,-0.64,-0.5,1.0,0.0,-0.6666666666666666,-0.75,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,0,2,1
395,-1.1666666666666659,-1.0689655172413792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8214285714285714,0.0,-0.72,-0.5,0.0,0.0,-0.8333333333333334,-0.75,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,1
396,0.4999999999999993,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9642857142857143,0.0,1.16,-0.5,0.0,1.0,0.5,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,2,0
397,0.6666666666666652,-0.5517241379310345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03571428571428571,0.0,0.12,0.5,0.0,3.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,1
398,-1.1666666666666659,-0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6071428571428571,0.0,0.64,0.5,0.0,1.0,0.5,0.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1,0,0,0,0
399,0.0,0.034482758620689655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,2.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.75,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,1,0
400,0.6666666666666652,-0.1724137931034483,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.17857142857142858,3.0,-0.2,1.5,0.0,1.0,1.3333333333333333,1.25,0.0,0.0,2.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,1,0
401,0.0,-0.7758620689655172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.35714285714285715,1.0,-0.32,0.0,0.0,0.0,0.16666666666666666,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,1,1
402,0.0,-0.896551724137931,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.42857142857142855,1.0,-0.44,-0.5,0.0,1.0,0.16666666666666666,0.25,3.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1
403,0.0,0.1206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5357142857142858,0.0,1.44,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,1,0
404,0.0,-0.2413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4642857142857143,0.0,0.52,0.5,1.0,0.0,-0.16666666666666666,0.25,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1,0,0,0,0
407,0.4999999999999993,0.22413793103448276,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7142857142857143,1.0,0.56,0.0,0.0,2.0,0.16666666666666666,-0.25,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,2,0
413,0.4999999999999993,-1.1379310344827587,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-0.5714285714285714,0.0,-0.48,0.0,0.0,0.0,0.5,0.5,4.0,2.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
423,-0.3333333333333333,-0.06896551724137931,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,2.0,0.36,0.5,0.0,0.0,0.3333333333333333,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,1,1,0
424,1.333333333333332,0.15517241379310345,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.6071428571428571,4.0,0.72,-0.5,0.0,0.0,-0.16666666666666666,-0.75,2.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,1,0,0
425,1.1666666666666645,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17857142857142858,4.0,0.4,1.0,0.0,0.0,0.5,0.25,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,1,1,0
426,2.3333333333333317,0.034482758620689655,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.4642857142857143,3.0,0.4,1.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0,0,1,2,0
427,0.4999999999999993,0.017241379310344827,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.10714285714285714,1.0,-0.08,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0,0,1,2,0
428,-1.0,-0.06896551724137931,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5714285714285714,0.0,-0.56,0.0,0.0,0.0,0.3333333333333333,-0.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,2,0
429,-1.0,-0.7413793103448276,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.4642857142857143,0.0,-0.4,-0.5,0.0,0.0,-0.5,-0.25,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
430,0.0,-0.06896551724137931,0.0,2.0,1.0,1.0,0.0,0.0,0.0,-0.35714285714285715,0.0,-0.32,-0.5,0.0,0.0,1.0,-0.25,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0,0,0,2,0
431,0.4999999999999993,0.22413793103448276,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.32142857142857145,0.0,-0.32,-0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0
432,-0.5000000000000008,-0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42857142857142855,1.0,-0.36,-0.5,1.0,0.0,0.16666666666666666,-0.25,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,0
433,-1.0,-1.0689655172413792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7142857142857143,0.0,-0.64,-0.5,0.0,0.0,-1.0,-0.75,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1
434,-1.0,-1.0172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5714285714285714,0.0,-0.48,-0.5,0.0,0.0,-0.6666666666666666,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,1
435,-0.3333333333333333,-0.8275862068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2857142857142857,0.0,-0.24,0.0,0.0,0.0,-0.3333333333333333,-0.25,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,1
436,0.4999999999999993,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4642857142857142,0.0,1.84,-0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,1,0
437,-1.0,-1.1896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5714285714285714,0.0,-0.44,-0.5,0.0,0.0,-0.8333333333333334,-0.75,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,1,0,0,0,1
440,-0.5000000000000008,-0.9482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03571428571428571,0.0,0.08,-0.5,0.0,1.0,-0.8333333333333334,-0.5,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
444,-1.0,-1.1724137931034482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6785714285714286,0.0,-0.6,-0.5,0.0,0.0,-0.8333333333333334,-0.75,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,1,0,0,2,1
447,-0.6666666666666666,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.0,1.0,0.0,0.0,0.0,-0.16666666666666666,-0.25,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0,1,0
448,0.9999999999999986,-0.1724137931034483,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.0,1.44,1.0,0.0,3.0,0.16666666666666666,0.5,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1,0,0,0,0
450,-1.1666666666666659,-0.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-0.44,-0.5,0.0,0.0,-0.6666666666666666,-0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1
453,-11.499999999999991,-1.293103448275862,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8214285714285714,0.0,-0.72,-0.5,0.0,0.0,-0.6666666666666666,-0.75,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,1,0,1
455,0.16666666666666594,-0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,2.0,0.96,-0.5,0.0,1.0,-0.16666666666666666,-0.25,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,1,1,0
456,-0.3333333333333333,-0.05172413793103448,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.12,1.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,1,0,0
457,0.4999999999999993,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.24,0.5,2.0,0.0,-0.16666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,0
458,0.0,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.04,-0.5,0.0,3.0,0.5,0.25,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,2,0
459,-0.6666666666666666,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0714285714285714,0.0,1.08,0.5,0.0,3.0,-0.3333333333333333,-0.25,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1,0,0,0,0
460,0.0,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,0.0,0.28,0.5,0.0,1.0,1.8333333333333333,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,0
461,-0.3333333333333333,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5357142857142858,0.0,1.68,0.0,1.0,2.0,0.8333333333333334,0.25,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,0
462,-2.166666666666666,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6071428571428571,0.0,0.6,0.5,3.0,1.0,1.3333333333333333,0.5,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,1,0,0,0,0
463,0.0,-0.9827586206896551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5714285714285714,0.0,-0.52,1.0,0.0,1.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1
467,0.0,-1.1724137931034482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7142857142857143,0.0,-0.72,-0.5,1.0,0.0,-0.8333333333333334,-0.5,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,1,2,1
470,-1.0,-1.1206896551724137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7142857142857143,0.0,-0.68,-0.5,0.0,0.0,-0.8333333333333334,-0.75,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1
472,-11.499999999999991,-1.293103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6428571428571429,0.0,-0.52,-0.5,0.0,0.0,-1.0,-0.75,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,1,0,0,0,1
473,-0.6666666666666666,-0.9137931034482759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5714285714285714,1.0,-0.48,0.0,0.0,0.0,-0.3333333333333333,-0.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1
474,-0.5000000000000008,-1.0172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42857142857142855,0.0,-0.32,0.0,0.0,0.0,-0.8333333333333334,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,1
476,0.0,-0.7413793103448276,0.0,2.0,2.0,1.0,0.0,0.0,0.0,-0.4642857142857143,0.0,-0.48,-0.5,0.0,0.0,0.16666666666666666,-0.25,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,1
477,-1.0,-0.2413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,1.0,-0.12,-0.5,0.0,0.0,-0.16666666666666666,-0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
481,-1.0,-0.9310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-0.48,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1,0,0,0,1
483,0.6666666666666652,-0.9137931034482759,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.6428571428571429,1.0,-0.6,-0.5,1.0,1.0,0.3333333333333333,0.5,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,1,1,1
484,-0.5000000000000008,-1.0172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42857142857142855,0.0,-0.4,0.0,0.0,0.0,-0.8333333333333334,-0.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,1
485,-0.3333333333333333,-1.1379310344827587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8214285714285714,0.0,-0.72,-0.5,0.0,0.0,-0.8333333333333334,-0.5,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,1,2,1
486,0.0,0.22413793103448276,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.0,0.28,0.5,0.0,0.0,0.3333333333333333,0.5,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,1,1,0
487,-0.3333333333333333,-0.8620689655172413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6428571428571429,0.0,-0.56,0.0,0.0,0.0,-0.8333333333333334,-0.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,1,0,1
493,2.166666666666663,0.22413793103448276,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-0.17857142857142858,2.0,-0.36,2.0,0.0,0.0,1.1666666666666667,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0,0,1,2,0
494,-1.0,-0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6785714285714286,0.0,-0.64,-0.5,0.0,0.0,-0.3333333333333333,-0.25,4.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,1,0,0
495,0.16666666666666594,0.1724137931034483,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.25,1.0,-0.28,-0.5,0.0,0.0,-0.8333333333333334,-0.75,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,1,2,0
496,-0.3333333333333333,-0.1724137931034483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,1.0,0.2,0.0,0.0,0.0,-0.3333333333333333,-0.25,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,1,0,0
497,0.0,-0.5517241379310345,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.2857142857142857,2.0,-0.32,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
498,0.0,-0.25862068965517243,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2857142857142857,0.0,-0.48,0.0,1.0,0.0,2.1666666666666665,1.5,4.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,1,0
499,0.0,-0.25862068965517243,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,-0.08,0.0,0.0,0.0,0.5,0.5,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
500,0.9999999999999986,-0.13793103448275862,0.0,2.0,2.0,1.0,0.0,0.0,0.0,-0.4642857142857143,0.0,-0.44,1.0,0.0,0.0,1.0,0.75,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0
501,0.4999999999999993,-0.08620689655172414,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.07142857142857142,1.0,-0.04,0.5,1.0,0.0,1.0,1.25,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
502,-0.5000000000000008,-0.10344827586206896,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.21428571428571427,0.0,-0.08,0.0,0.0,1.0,1.0,1.25,6.0,3.0,1.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0
503,2.166666666666663,-0.20689655172413793,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.32142857142857145,2.0,-0.24,0.0,0.0,1.0,-0.5,-0.25,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0
504,0.6666666666666652,-0.05172413793103448,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.25,2.0,0.32,-0.5,0.0,0.0,0.16666666666666666,-0.25,2.0,0.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,2,0
505,-0.5000000000000008,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,2.0,0.12,-0.5,1.0,0.0,-0.16666666666666666,-0.25,4.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
506,0.0,-0.1206896551724138,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.17857142857142858,2.0,-0.12,0.0,0.0,0.0,-0.16666666666666666,-0.25,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
507,1.833333333333331,0.22413793103448276,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.2142857142857142,3.0,1.0,-0.5,0.0,0.0,0.5,0.5,6.0,4.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,1,0
508,3.3333333333333304,-1.0344827586206897,0.0,3.0,3.0,2.0,0.0,0.0,0.0,-0.6428571428571429,1.0,-0.68,-0.5,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0,0,0,2,1
509,-1.0,-0.3620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5357142857142857,0.0,-0.52,-0.5,0.0,0.0,0.6666666666666666,-0.25,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,0,0
510,-0.3333333333333333,-1.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7142857142857143,1.0,-0.6,-0.5,0.0,0.0,0.16666666666666666,-0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1
511,-1.0,-0.6896551724137931,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6071428571428571,0.0,-0.52,-0.5,0.0,0.0,0.5,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,0,1
512,0.6666666666666652,-0.9310344827586207,0.0,2.0,1.0,1.0,0.0,0.0,0.0,-0.6428571428571429,0.0,-0.56,-0.5,0.0,0.0,-0.8333333333333334,-0.75,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,1
513,-1.1666666666666659,0.1896551724137931,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.08,-0.5,0.0,0.0,1.8333333333333333,1.5,5.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
514,0.6666666666666652,-0.2413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14285714285714285,1.0,-0.16,0.0,0.0,0.0,-0.3333333333333333,0.25,1.0,1.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
515,-1.0,-1.1551724137931034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4642857142857143,0.0,-0.48,-0.5,0.0,0.0,-0.16666666666666666,-0.25,4.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
516,1.6666666666666652,0.22413793103448276,0.0,4.0,3.0,0.0,0.0,0.0,0.0,-0.07142857142857142,1.0,-0.12,-0.5,0.0,0.0,1.3333333333333333,2.25,3.0,2.0,0.0,10.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,2,0
530,0.0,0.22413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.21428571428571427,0.0,-0.44,-0.5,0.0,0.0,-1.0,-0.75,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0
531,1.6666666666666652,0.22413793103448276,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.35714285714285715,0.0,-0.04,-0.5,0.0,0.0,-0.8333333333333334,-0.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1,0,2,0
532,0.0,0.22413793103448276,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.5,0.0,0.08,-0.5,0.0,0.0,-0.8333333333333334,-0.5,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1,0,1,0
