id;player_name;player_id;fixture_id;league_round;rating;event_datetime;team_name;position;home_or_away;opponent_team;result;result_status;games_minutes;games_substitute;offsides;shots_total;shots_on;goals_total;goals_conceded;goals_assists;goals_saves;passes_total;passes_key;passes_accuracy;tackles_total;tackles_blocks;tackles_interceptions;duels_total;duels_won;dribbles_attempts;dribbles_success;dribbles_past;fouls_drawn;fouls_committed;cards_yellow;cards_red;penalty_won;penalty_committed;penalty_scored;penalty_missed;penalty_saved;rating_target
1112;K. Kvaratskhelia;8672;385;1;6.9;18/08/2024 18:30;Napoli;Attacker;away;Verona;3 - 0;L;45;FALSO;0;1;1;0;0;0;0;13;0;13;1;0;0;6;5;1;1;0;3;1;0;0;0;0;0;0;0;5.5
1113;K. Kvaratskhelia;8672;396;2;9.3;25/08/2024 20:45;Napoli;Attacker;home;Bologna;3 - 0;W;90;FALSO;0;2;1;1;0;1;0;27;3;20;2;0;1;18;11;8;5;0;4;0;0;0;0;0;0;0;0;8
1114;K. Kvaratskhelia;8672;408;3;8.5;31/08/2024 20:45;Napoli;Attacker;home;Parma;2 - 1;W;90;FALSO;0;8;4;0;0;0;0;35;4;29;2;0;0;10;4;3;1;1;1;1;0;0;0;0;0;0;0;6
1115;K. Kvaratskhelia;8672;412;4;8.6;15/09/2024 18:00;Napoli;Attacker;away;Cagliari;0 - 4;W;74;FALSO;0;1;1;1;0;1;0;26;4;20;3;0;0;13;6;2;0;1;3;1;0;0;0;0;0;0;0;7.5
1116;K. Kvaratskhelia;8672;426;5;6.6;21/09/2024 18:00;Napoli;Attacker;away;Juventus;0 - 0;D;73;FALSO;0;0;0;0;0;0;0;13;0;9;2;0;0;8;4;2;2;0;0;0;0;0;0;0;0;0;0;6
1117;K. Linetty;8972;389;1;6.9;17/08/2024 20:45;Torino;Midfielder;away;AC Milan;2 - 2;D;90;FALSO;0;0;0;0;0;0;0;44;1;42;1;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;6
1118;K. Linetty;8972;399;2;6.6;25/08/2024 18:30;Torino;Midfielder;home;Atalanta;2 - 1;W;90;FALSO;0;0;0;0;0;0;0;19;0;17;4;0;1;12;5;1;0;0;1;3;0;0;0;0;0;0;0;5.5
1119;K. Linetty;8972;410;3;6.9;30/08/2024 18:30;Torino;Midfielder;away;Venezia;0 - 1;W;90;FALSO;0;1;0;0;0;0;0;57;1;48;4;1;1;15;6;1;0;3;1;2;1;0;0;0;0;0;0;6
1120;K. Linetty;8972;420;4;6.7;15/09/2024 15:00;Torino;Midfielder;home;Lecce;0 - 0;D;62;FALSO;0;0;0;0;0;0;0;26;1;20;1;0;1;6;2;1;0;1;1;2;0;0;0;0;0;0;0;5.5
1121;K. Linetty;8972;424;5;6.7;20/09/2024 20:45;Torino;Midfielder;away;Verona;2 - 3;W;23;VERO;0;0;0;0;0;0;0;10;1;8;1;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;6
1122;K. Mutandwa;9048;382;1;0;18/08/2024 20:45;Cagliari;Attacker;home;AS Roma;0 - 0;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1123;K. Mutandwa;9048;391;2;0;26/08/2024 18:30;Cagliari;Attacker;home;Como;1 - 1;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1124;K. Mutandwa;9048;407;3;0;31/08/2024 18:30;Cagliari;Attacker;away;Lecce;1 - 0;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1125;K. Mutandwa;9048;412;4;6.3;15/09/2024 18:00;Cagliari;Attacker;home;Napoli;0 - 4;L;31;VERO;0;2;0;0;0;0;0;9;0;8;0;0;0;3;0;1;0;0;0;2;0;0;0;0;0;0;0;6
1126;K. Mutandwa;9048;422;5;0;20/09/2024 18:30;Cagliari;Attacker;home;Empoli;0 - 2;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1127;K. Thuram;22655;386;1;6.9;19/08/2024 20:45;Juventus;Midfielder;home;Como;3 - 0;W;66;FALSO;0;0;0;0;0;0;0;34;0;31;0;0;2;8;5;0;0;0;2;2;0;0;0;0;0;0;0;6.5
1128;K. Thuram;22655;414;4;6.5;14/09/2024 18:00;Juventus;Midfielder;away;Empoli;0 - 0;D;24;VERO;0;0;0;0;0;0;0;29;0;26;0;0;0;2;0;0;0;0;0;2;1;0;0;0;0;0;0;6
1129;K. Thuram;22655;426;5;6.5;21/09/2024 18:00;Juventus;Midfielder;home;Napoli;0 - 0;D;10;VERO;0;0;0;0;0;0;0;8;0;8;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;6
1130;K. Urbański;8601;396;2;0;25/08/2024 20:45;Bologna;Midfielder;away;Napoli;3 - 0;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1131;K. Urbański;8601;401;3;6.6;31/08/2024 18:30;Bologna;Midfielder;home;Empoli;1 - 1;D;8;VERO;0;0;0;0;0;0;0;10;1;7;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1132;K. Urbański;8601;413;4;0;14/09/2024 15:00;Bologna;Midfielder;away;Como;2 - 2;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1133;K. Urbański;8601;428;5;8;22/09/2024 15:00;Bologna;Midfielder;away;Monza;1 - 2;W;78;FALSO;0;2;1;1;0;0;0;47;4;41;1;0;1;11;4;3;2;1;0;2;0;0;0;0;0;0;0;7
1134;K. Yıldız;8847;386;1;8.2;19/08/2024 20:45;Juventus;Attacker;home;Como;3 - 0;W;90;FALSO;0;2;1;0;0;1;0;35;3;34;3;0;0;8;6;1;0;0;3;1;0;0;0;0;0;0;0;7
1135;K. Yıldız;8847;393;2;7.2;26/08/2024 20:45;Juventus;Attacker;away;Verona;0 - 3;W;90;FALSO;0;1;1;0;0;1;0;48;1;40;2;0;1;10;5;6;3;1;0;0;0;0;0;0;0;0;0;7
1136;K. Yıldız;8847;405;3;6.9;01/09/2024 20:45;Juventus;Attacker;home;AS Roma;0 - 0;D;90;FALSO;0;1;0;0;0;0;0;21;2;19;0;0;0;5;1;1;0;0;1;1;0;0;0;0;0;0;0;6.5
1137;K. Yıldız;8847;414;4;7.2;14/09/2024 18:00;Juventus;Attacker;away;Empoli;0 - 0;D;66;FALSO;0;1;0;0;0;0;0;19;2;16;1;0;0;7;4;4;2;0;0;0;0;0;0;0;0;0;0;6.5
1138;K. Yıldız;8847;426;5;7.5;21/09/2024 18:00;Juventus;Attacker;home;Napoli;0 - 0;D;90;FALSO;0;2;1;0;0;0;0;40;1;37;5;0;0;18;10;6;2;0;3;1;0;0;0;0;0;0;0;6
1139;K. Zeroli;8706;406;3;0;31/08/2024 20:45;AC Milan;Midfielder;away;Lazio;2 - 2;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1140;K. Zeroli;8706;417;4;6.6;14/09/2024 20:45;AC Milan;Midfielder;home;Venezia;4 - 0;W;11;VERO;0;0;0;0;0;0;0;9;0;9;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1141;K. Zeroli;8706;425;5;0;22/09/2024 20:45;AC Milan;Midfielder;away;Inter;1 - 2;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1142;Kialonda Gaspar;22593;388;1;7.2;19/08/2024 18:30;Lecce;Defender;home;Atalanta;0 - 4;L;90;FALSO;0;1;0;0;0;0;0;53;0;42;6;1;3;16;15;0;0;0;4;0;0;0;0;0;0;0;0;4.5
1143;Kialonda Gaspar;22593;394;2;6.2;24/08/2024 20:45;Lecce;Defender;away;Inter;2 - 0;L;90;FALSO;0;0;0;0;0;0;0;37;0;32;0;1;0;5;3;0;0;0;0;1;0;0;0;1;0;0;0;5
1144;Kialonda Gaspar;22593;407;3;8.6;31/08/2024 18:30;Lecce;Defender;home;Cagliari;1 - 0;W;90;FALSO;0;1;0;0;0;1;0;18;1;14;0;4;4;10;9;0;0;0;1;0;0;0;0;0;0;0;0;7.5
1145;Kialonda Gaspar;22593;420;4;7.5;15/09/2024 15:00;Lecce;Defender;away;Torino;0 - 0;D;90;FALSO;0;1;0;0;0;0;0;47;0;38;1;0;2;11;8;1;1;0;2;0;0;0;0;0;0;0;0;7
1146;Kialonda Gaspar;22593;427;5;7.3;21/09/2024 20:45;Lecce;Defender;home;Parma;2 - 2;D;90;FALSO;0;0;0;0;0;0;0;44;0;35;1;4;2;6;5;0;0;0;1;1;1;0;0;0;0;0;0;7
1147;L. Banda;9099;388;1;6.5;19/08/2024 18:30;Lecce;Midfielder;home;Atalanta;0 - 4;L;45;VERO;0;1;1;0;0;0;0;18;0;17;0;0;0;9;5;1;1;1;4;1;0;0;0;0;0;0;0;5.5
1148;L. Banda;9099;394;2;6.7;24/08/2024 20:45;Lecce;Midfielder;away;Inter;2 - 0;L;64;FALSO;0;1;0;0;0;0;0;17;2;15;0;0;0;6;1;1;1;0;0;2;1;0;0;0;0;0;0;5.5
1149;L. Banda;9099;407;3;7.2;31/08/2024 18:30;Lecce;Midfielder;home;Cagliari;1 - 0;W;75;FALSO;1;1;0;0;0;0;0;13;2;12;2;0;0;8;3;1;0;0;1;1;0;0;0;0;0;0;0;6.5
1150;L. Banda;9099;427;5;6.5;21/09/2024 20:45;Lecce;Midfielder;home;Parma;2 - 2;D;25;VERO;0;1;0;0;0;0;0;9;1;7;0;0;1;4;0;2;0;1;0;0;0;0;0;0;0;0;0;6
1151;L. Baroncelli;22702;390;1;0;17/08/2024 18:30;Fiorentina;Defender;away;Parma;1 - 1;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1152;L. Beltrán;8772;390;1;0;17/08/2024 18:30;Fiorentina;Attacker;away;Parma;1 - 1;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1153;L. Beltrán;8772;392;2;6.7;25/08/2024 18:30;Fiorentina;Attacker;home;Venezia;0 - 0;D;11;VERO;1;0;0;0;0;0;0;2;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1154;L. Beltrán;8772;402;3;6.6;01/09/2024 18:30;Fiorentina;Attacker;home;Monza;2 - 2;D;58;FALSO;0;1;0;0;0;0;0;27;0;21;0;0;0;7;4;0;0;0;3;0;0;0;0;0;0;0;0;5
1155;L. Beltrán;8772;411;4;0;15/09/2024 15:00;Fiorentina;Attacker;away;Atalanta;3 - 2;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1156;L. Beltrán;8772;423;5;0;22/09/2024 12:30;Fiorentina;Attacker;home;Lazio;2 - 1;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1157;L. Bernasconi;8475;388;1;0;19/08/2024 18:30;Atalanta;Defender;away;Lecce;0 - 4;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1158;L. Cacace;8955;383;1;0;17/08/2024 20:45;Empoli;Defender;home;Monza;0 - 0;D;1;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1159;L. Cacace;8955;398;2;6.6;25/08/2024 20:45;Empoli;Defender;away;AS Roma;1 - 2;W;27;VERO;0;0;0;0;0;0;0;10;2;7;0;2;0;4;0;0;0;0;0;2;1;0;0;0;0;0;0;6
1160;L. Cacace;8955;401;3;6.9;31/08/2024 18:30;Empoli;Defender;away;Bologna;1 - 1;D;18;VERO;0;0;0;0;0;0;0;7;0;6;1;0;0;3;3;1;1;0;0;0;0;0;0;0;0;0;0;6
1161;L. Cacace;8955;414;4;0;14/09/2024 18:00;Empoli;Defender;home;Juventus;0 - 0;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1162;L. Cacace;8955;422;5;6.7;20/09/2024 18:30;Empoli;Defender;away;Cagliari;0 - 2;W;17;VERO;0;0;0;0;0;0;0;7;1;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6
1163;L. Caldirola;8896;383;1;6.9;17/08/2024 20:45;Monza;Defender;away;Empoli;0 - 0;D;90;FALSO;0;1;0;0;0;0;0;65;0;55;0;0;0;7;3;0;0;0;1;4;0;0;0;0;0;0;0;5.5
1164;L. Caldirola;8896;395;2;6.6;24/08/2024 20:45;Monza;Defender;home;Genoa;0 - 1;L;90;FALSO;0;0;0;0;0;0;0;92;0;85;0;0;0;7;3;0;0;1;1;2;0;0;0;0;0;0;0;5.5
1165;L. Caldirola;8896;402;3;6.3;01/09/2024 18:30;Monza;Defender;away;Fiorentina;2 - 2;D;11;VERO;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
1166;L. Caldirola;8896;418;4;0;15/09/2024 20:45;Monza;Defender;home;Inter;1 - 1;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1167;L. Chichizola;22694;390;1;0;17/08/2024 18:30;Parma;Goalkeeper;home;Fiorentina;1 - 1;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1168;L. Chichizola;22694;397;2;0;24/08/2024 18:30;Parma;Goalkeeper;home;AC Milan;2 - 1;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1169;L. Chichizola;22694;408;3;0;31/08/2024 20:45;Parma;Goalkeeper;away;Napoli;2 - 1;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1170;L. Chichizola;22694;419;4;6.9;16/09/2024 18:30;Parma;Goalkeeper;home;Udinese;2 - 3;L;90;FALSO;0;0;0;0;3;0;4;44;0;31;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5
1171;L. Chichizola;22694;427;5;0;21/09/2024 20:45;Parma;Goalkeeper;away;Lecce;2 - 2;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1172;L. Colombo;8878;383;1;6.3;17/08/2024 20:45;Empoli;Attacker;home;Monza;0 - 0;D;85;FALSO;1;1;0;0;0;0;0;9;0;7;1;0;0;10;3;2;0;0;1;1;0;0;0;0;0;0;0;5.5
1173;L. Colombo;8878;398;2;7.6;25/08/2024 20:45;Empoli;Attacker;away;AS Roma;1 - 2;W;87;FALSO;0;3;1;1;0;1;0;16;1;10;1;0;0;15;5;2;1;0;1;0;0;0;0;0;1;0;0;7
1174;L. Colombo;8878;401;3;6.7;31/08/2024 18:30;Empoli;Attacker;away;Bologna;1 - 1;D;61;FALSO;0;0;0;0;0;0;0;14;0;9;0;0;0;10;4;2;2;1;0;2;0;0;0;0;0;0;0;5.5
1175;L. Colombo;8878;414;4;6.5;14/09/2024 18:00;Empoli;Attacker;home;Juventus;0 - 0;D;63;FALSO;0;1;0;0;0;0;0;14;1;9;1;0;0;14;4;6;2;2;1;1;0;0;0;0;0;0;0;6
1176;L. Colombo;8878;422;5;7.3;20/09/2024 18:30;Empoli;Attacker;away;Cagliari;0 - 2;W;73;FALSO;0;3;2;1;0;0;0;12;0;7;0;0;0;10;3;2;1;0;0;1;1;0;0;0;0;0;0;7
1177;L. Coulibaly;9174;388;1;6.3;19/08/2024 18:30;Lecce;Midfielder;home;Atalanta;0 - 4;L;45;VERO;0;0;0;0;0;0;0;23;1;20;0;0;0;4;1;0;0;1;0;1;0;0;0;1;0;0;0;5
1178;L. Coulibaly;9174;394;2;6.7;24/08/2024 20:45;Lecce;Midfielder;away;Inter;2 - 0;L;10;VERO;0;0;0;0;0;0;0;11;0;10;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1179;L. Coulibaly;9174;407;3;6.9;31/08/2024 18:30;Lecce;Midfielder;home;Cagliari;1 - 0;W;15;VERO;0;0;0;0;0;0;0;3;0;2;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;6
1180;L. Coulibaly;9174;420;4;7;15/09/2024 15:00;Lecce;Midfielder;away;Torino;0 - 0;D;45;VERO;0;0;0;0;0;0;0;17;1;15;0;0;0;3;3;1;1;0;2;0;0;0;0;0;0;0;0;6
1181;L. Coulibaly;9174;427;5;6.9;21/09/2024 20:45;Lecce;Midfielder;home;Parma;2 - 2;D;64;FALSO;0;0;0;0;0;0;0;24;0;23;2;0;1;7;3;0;0;1;0;2;0;0;0;0;0;0;0;6
1182;L. da Cunha;22769;386;1;6.5;19/08/2024 20:45;Como;Midfielder;away;Juventus;3 - 0;L;56;FALSO;0;0;0;0;0;0;0;15;0;10;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;5.5
1183;L. da Cunha;22769;391;2;6.6;26/08/2024 18:30;Como;Midfielder;away;Cagliari;1 - 1;D;58;FALSO;0;0;0;0;0;0;0;30;0;25;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;6
1184;L. da Cunha;22769;409;3;7.2;01/09/2024 20:45;Como;Midfielder;away;Udinese;1 - 0;L;63;FALSO;0;2;1;0;0;0;0;32;2;28;3;0;0;11;5;2;0;1;2;1;0;0;0;0;0;0;0;6
1185;L. da Cunha;22769;413;4;6.9;14/09/2024 15:00;Como;Midfielder;home;Bologna;2 - 2;D;12;VERO;0;0;0;0;0;0;0;9;1;8;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;6
1186;L. da Cunha;22769;421;5;0;24/09/2024 20:45;Como;Midfielder;away;Atalanta;2 - 3;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1187;L. De Silvestri;8595;381;1;0;18/08/2024 18:30;Bologna;Defender;home;Udinese;1 - 1;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1188;L. De Silvestri;8595;396;2;0;25/08/2024 20:45;Bologna;Defender;away;Napoli;3 - 0;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1189;L. De Silvestri;8595;401;3;6.7;31/08/2024 18:30;Bologna;Defender;home;Empoli;1 - 1;D;8;VERO;0;0;0;0;0;0;0;10;1;8;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0
1190;L. De Silvestri;8595;413;4;0;14/09/2024 15:00;Bologna;Defender;away;Como;2 - 2;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1191;L. De Silvestri;8595;428;5;6.7;22/09/2024 15:00;Bologna;Defender;away;Monza;1 - 2;W;78;FALSO;0;0;0;0;0;0;0;43;0;36;2;0;0;7;4;1;0;0;1;2;0;0;0;0;0;0;0;5.5
1192;L. Giannetti;9072;381;1;8.5;18/08/2024 18:30;Udinese;Defender;away;Bologna;1 - 1;D;90;FALSO;0;1;1;1;0;0;0;22;0;18;1;3;4;6;2;0;0;2;0;0;1;0;0;0;0;0;0;7
1193;L. Giannetti;9072;400;2;6.6;24/08/2024 18:30;Udinese;Defender;home;Lazio;2 - 1;W;75;FALSO;0;0;0;0;0;0;0;30;0;20;1;0;1;8;5;0;0;1;0;2;1;0;0;0;0;0;0;6
1194;L. Giannetti;9072;409;3;7.2;01/09/2024 20:45;Udinese;Defender;home;Como;1 - 0;W;90;FALSO;0;0;0;0;0;0;0;51;0;46;1;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;6
1195;L. Giannetti;9072;419;4;6.5;16/09/2024 18:30;Udinese;Defender;away;Parma;2 - 3;W;45;FALSO;0;0;0;0;0;0;0;31;0;26;3;0;3;7;4;0;0;2;0;1;1;0;0;0;0;0;0;5.5
1196;L. Hasa;8846;420;4;0;15/09/2024 15:00;Lecce;Midfielder;away;Torino;0 - 0;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1197;L. Hasa;8846;427;5;0;21/09/2024 20:45;Lecce;Midfielder;home;Parma;2 - 2;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1198;L. Henderson;9235;383;1;6.9;17/08/2024 20:45;Empoli;Midfielder;home;Monza;0 - 0;D;90;FALSO;0;0;0;0;0;0;0;39;3;30;0;0;1;8;3;0;0;0;2;2;0;0;0;0;0;0;0;6.5
1199;L. Henderson;9235;398;2;7.5;25/08/2024 20:45;Empoli;Midfielder;away;AS Roma;1 - 2;W;90;FALSO;0;1;0;0;0;0;0;22;3;18;2;2;1;5;2;0;0;1;0;2;0;0;0;0;0;0;0;6.5
1200;L. Henderson;9235;401;3;6.7;31/08/2024 18:30;Empoli;Midfielder;away;Bologna;1 - 1;D;90;FALSO;0;0;0;0;0;0;0;23;0;18;0;1;2;6;1;0;0;0;1;3;1;0;0;0;0;0;0;6
1201;L. Henderson;9235;414;4;6.9;14/09/2024 18:00;Empoli;Midfielder;home;Juventus;0 - 0;D;89;FALSO;0;0;0;0;0;0;0;30;1;26;2;0;1;9;3;0;0;2;1;3;0;0;0;0;0;0;0;6.5
1202;L. Henderson;9235;422;5;6.9;20/09/2024 18:30;Empoli;Midfielder;away;Cagliari;0 - 2;W;90;FALSO;0;0;0;0;0;0;0;23;2;20;0;1;0;6;2;2;1;1;1;2;0;0;0;0;0;0;0;6.5
1203;L. Jović;8694;389;1;6.6;17/08/2024 20:45;AC Milan;Attacker;home;Torino;2 - 2;D;60;FALSO;0;1;0;0;0;0;0;13;0;11;0;0;1;5;2;0;0;0;1;1;1;0;0;0;0;0;0;5
1204;L. Jović;8694;397;2;6.7;24/08/2024 18:30;AC Milan;Attacker;away;Parma;2 - 1;L;9;VERO;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1205;L. Jović;8694;417;4;0;14/09/2024 20:45;AC Milan;Attacker;home;Venezia;4 - 0;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1206;L. Jović;8694;425;5;0;22/09/2024 20:45;AC Milan;Attacker;away;Inter;1 - 2;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1207;L. Kasa;22847;403;3;0;01/09/2024 18:30;Genoa;Midfielder;home;Verona;0 - 2;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1208;L. Kasa;22847;430;5;0;21/09/2024 15:00;Genoa;Midfielder;away;Venezia;2 - 0;L;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1209;L. Lucca;9064;381;1;6.9;18/08/2024 18:30;Udinese;Attacker;away;Bologna;1 - 1;D;90;FALSO;0;0;0;0;0;0;0;14;0;7;3;0;0;19;10;2;1;0;5;3;1;0;0;0;0;0;0;5.5
1210;L. Lucca;9064;400;2;7.3;24/08/2024 18:30;Udinese;Attacker;home;Lazio;2 - 1;W;83;FALSO;1;1;1;1;0;0;0;17;1;12;1;0;0;8;5;1;0;0;2;1;0;0;0;0;0;0;0;7
1211;L. Lucca;9064;409;3;7;01/09/2024 20:45;Udinese;Attacker;home;Como;1 - 0;W;69;FALSO;0;1;0;0;0;0;0;15;1;10;1;0;0;9;5;3;2;0;1;1;0;0;0;0;0;0;0;5.5
1212;L. Lucca;9064;419;4;7.5;16/09/2024 18:30;Udinese;Attacker;away;Parma;2 - 3;W;66;FALSO;1;3;1;1;0;0;0;8;0;7;0;0;0;3;2;0;0;0;0;1;0;0;0;0;0;0;0;7
1213;L. Lucca;9064;429;5;6.2;22/09/2024 18:00;Udinese;Attacker;away;AS Roma;3 - 0;L;45;FALSO;0;0;0;0;0;0;0;7;0;4;1;0;1;8;3;0;0;0;1;4;1;0;0;0;0;0;0;5.5
1214;L. Marianucci;8490;383;1;0;17/08/2024 20:45;Empoli;Defender;home;Monza;0 - 0;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1215;L. Marianucci;8490;398;2;0;25/08/2024 20:45;Empoli;Defender;away;AS Roma;1 - 2;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1216;L. Marianucci;8490;401;3;0;31/08/2024 18:30;Empoli;Defender;away;Bologna;1 - 1;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1217;L. Marianucci;8490;414;4;0;14/09/2024 18:00;Empoli;Defender;home;Juventus;0 - 0;D;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1218;L. Marianucci;8490;422;5;0;20/09/2024 18:30;Empoli;Defender;away;Cagliari;0 - 2;W;0;VERO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1219;L. Martínez Quarta;8771;390;1;7.2;17/08/2024 18:30;Fiorentina;Defender;away;Parma;1 - 1;D;60;FALSO;0;1;0;0;0;0;0;39;0;32;2;0;1;9;6;0;0;1;0;0;0;0;0;0;0;0;0;5.5
1220;L. Martínez Quarta;8771;392;2;6.6;25/08/2024 18:30;Fiorentina;Defender;home;Venezia;0 - 0;D;12;VERO;0;0;0;0;0;0;0;8;1;6;1;0;0;5;3;0;0;0;1;1;0;0;0;0;0;0;0;6
1221;L. Martínez Quarta;8771;402;3;6.9;01/09/2024 18:30;Fiorentina;Defender;home;Monza;2 - 2;D;11;VERO;0;1;0;0;0;0;0;14;0;13;2;0;0;9;4;0;0;1;0;1;0;0;0;0;0;0;0;6
1222;L. Martínez Quarta;8771;411;4;6.9;15/09/2024 15:00;Fiorentina;Defender;away;Atalanta;3 - 2;L;90;FALSO;0;1;1;1;0;0;0;56;0;46;3;1;0;11;4;0;0;2;0;2;0;0;0;0;0;0;0;6
1223;L. Martínez Quarta;8771;423;5;7.2;22/09/2024 12:30;Fiorentina;Defender;home;Lazio;2 - 1;W;45;FALSO;0;0;0;0;0;0;0;36;0;34;2;1;0;7;4;1;1;1;0;1;0;0;0;0;0;0;0;5.5
1224;L. Mazzitelli;8655;391;2;7.3;26/08/2024 18:30;Como;Midfielder;away;Cagliari;1 - 1;D;69;FALSO;0;0;0;0;0;0;0;41;1;33;3;0;1;7;5;1;1;0;1;1;0;0;0;0;0;0;0;5.5
1225;L. Mazzitelli;8655;409;3;7;01/09/2024 20:45;Como;Midfielder;away;Udinese;1 - 0;L;63;FALSO;0;1;0;0;0;0;0;39;2;36;1;1;0;5;3;0;0;1;1;0;0;0;0;0;0;0;0;5.5
